time,voltage,pressed
0.0900915,0.229716520039101,1
0.2130257,0.239491691104594,1
0.2753441,0.239491691104594,1
0.3382832,0.239491691104594,1
0.3996048,0.239491691104594,1
0.4620666,0.239491691104594,1
0.5252217,0.259042033235582,1
0.5879513,0.288367546432063,1
0.6488913,0.303030303030303,1
0.7115955,0.332355816226784,1
0.7728351,0.351906158357771,1
0.8343873,0.356793743890518,1
0.8970687,0.356793743890518,1
0.9589349,0.351906158357771,1
1.020179,0.347018572825024,1
1.0820174,0.342130987292278,1
1.144013,0.351906158357771,1
1.2047883,0.351906158357771,1
1.2654546,0.347018572825024,1
1.3267181,0.351906158357771,1
1.3896182,0.351906158357771,1
1.450537,0.351906158357771,1
1.5130144,0.347018572825024,1
1.5754843,0.342130987292278,1
1.6367295,0.332355816226784,1
1.699075,0.337243401759531,1
1.7615876,0.332355816226784,1
1.8238676,0.332355816226784,1
1.8860509,0.327468230694037,1
1.9487717,0.327468230694037,1
2.009269,0.332355816226784,1
2.0719668,0.327468230694037,1
2.1346345,0.332355816226784,1
2.1981534,0.332355816226784,1
2.2592543,0.337243401759531,1
2.3215103,0.332355816226784,1
2.3841685,0.332355816226784,1
2.4470297,0.332355816226784,1
2.5071367,0.332355816226784,1
2.5694976,0.332355816226784,1
2.6301563,0.327468230694037,1
2.6923154,0.332355816226784,1
2.7539188,0.327468230694037,1
2.8173923,0.327468230694037,1
2.8801633,0.332355816226784,1
2.9423912,0.332355816226784,1
3.0039231,0.332355816226784,1
3.0669114,0.332355816226784,1
3.1269597,0.332355816226784,1
3.1876692,0.332355816226784,1
3.2488455,0.327468230694037,1
3.31041,0.332355816226784,1
3.3725488,0.327468230694037,1
3.4338027,0.332355816226784,1
3.4959554,0.332355816226784,1
3.557012,0.332355816226784,1
3.6178172,0.332355816226784,1
3.678847,0.332355816226784,1
3.7409991,0.332355816226784,1
3.8028574,0.337243401759531,1
3.8661884,0.342130987292278,1
3.9270643,0.337243401759531,1
3.9902158,0.337243401759531,1
4.0523731,0.337243401759531,1
4.1151873,0.337243401759531,1
4.1781027,0.337243401759531,1
4.2391095,0.337243401759531,1
4.3009057,0.337243401759531,1
4.3630081,0.337243401759531,1
4.4249117,0.337243401759531,1
4.4869884,0.337243401759531,1
4.5496126,0.332355816226784,1
4.6105745,0.332355816226784,1
4.6735103,0.332355816226784,1
4.7355775,0.337243401759531,1
4.7960017,0.332355816226784,1
4.8570649,0.337243401759531,1
4.9199377,0.327468230694037,1
4.9799287,0.337243401759531,1
5.0431464,0.337243401759531,1
5.1028152,0.337243401759531,1
5.1644746,0.332355816226784,1
5.2261661,0.332355816226784,1
5.288798,0.337243401759531,1
5.349878,0.332355816226784,1
5.4119907,0.332355816226784,1
5.4735039,0.332355816226784,1
5.533962,0.332355816226784,1
5.5960882,0.332355816226784,1
5.6556825,0.332355816226784,1
5.7178687,0.332355816226784,1
5.7802656,0.332355816226784,1
5.840885,0.337243401759531,1
5.9031232,0.332355816226784,1
5.9657883,0.327468230694037,1
6.0269906,0.332355816226784,1
6.0890643,0.332355816226784,1
6.1509137,0.332355816226784,1
6.2138592,0.337243401759531,1
6.2753942,0.332355816226784,1
6.3382937,0.337243401759531,1
6.4004285,0.332355816226784,1
6.4639763,0.337243401759531,1
6.523665,0.337243401759531,1
6.5865469,0.332355816226784,1
6.6487912,0.337243401759531,1
6.710261,0.337243401759531,1
6.7716545,0.337243401759531,1
6.8337272,0.337243401759531,1
6.8966455,0.337243401759531,1
6.9585923,0.332355816226784,1
7.0211084,0.337243401759531,1
7.0845004,0.337243401759531,1
7.1469758,0.337243401759531,1
7.2080287,0.337243401759531,1
7.2705507,0.337243401759531,1
7.3329063,0.337243401759531,1
7.3961023,0.337243401759531,1
7.4579924,0.342130987292278,1
7.5186964,0.332355816226784,1
7.5817998,0.332355816226784,1
7.6445488,0.337243401759531,1
7.7059291,0.337243401759531,1
7.7671081,0.337243401759531,1
7.8279594,0.337243401759531,1
7.8898613,0.337243401759531,1
7.9515713,0.337243401759531,1
8.0147756,0.342130987292278,1
8.0762968,0.342130987292278,1
8.1380053,0.342130987292278,1
8.2015534,0.342130987292278,1
8.2631957,0.347018572825024,1
8.3249815,0.342130987292278,1
8.3872719,0.347018572825024,1
8.4494519,0.342130987292278,1
8.5121269,0.337243401759531,1
8.5747408,0.342130987292278,1
8.6358274,0.342130987292278,1
8.698488,0.337243401759531,1
8.7608615,0.342130987292278,1
8.8222689,0.337243401759531,1
8.8831412,0.337243401759531,1
8.9457253,0.337243401759531,1
9.0081708,0.337243401759531,1
9.0697653,0.337243401759531,1
9.1317286,0.337243401759531,1
9.1938299,0.337243401759531,1
9.257218,0.337243401759531,1
9.3179075,0.342130987292278,1
9.3801439,0.337243401759531,1
9.4420952,0.342130987292278,1
9.5051964,0.332355816226784,1
9.5669923,0.332355816226784,1
9.6291846,0.327468230694037,1
9.6915423,0.32258064516129,1
9.7531779,0.317693059628543,1
9.8151697,0.30791788856305,1
9.8761142,0.30791788856305,1
9.9380811,0.303030303030303,1
9.9998537,0.303030303030303,1
10.0617683,0.303030303030303,1
10.1249187,0.293255131964809,1
10.187836,0.293255131964809,1
10.2488468,0.283479960899316,1
10.3108873,0.283479960899316,1
10.3739258,0.283479960899316,1
10.4357283,0.283479960899316,1
10.4966655,0.283479960899316,1
10.5583366,0.283479960899316,1
10.6199524,0.283479960899316,1
10.6809059,0.273704789833822,1
10.7419478,0.273704789833822,1
10.8047278,0.268817204301075,1
10.8674662,0.263929618768328,1
10.9299846,0.259042033235582,1
10.9915142,0.259042033235582,1
11.0530271,0.259042033235582,1
11.114472,0.259042033235582,1
11.1747676,0.259042033235582,1
11.2353597,0.259042033235582,1
11.2976582,0.259042033235582,1
11.3595875,0.259042033235582,1
11.4199119,0.254154447702835,1
11.4816404,0.254154447702835,1
11.5452157,0.254154447702835,1
11.6077145,0.254154447702835,1
11.6685823,0.259042033235582,1
11.730765,0.254154447702835,1
11.7927592,0.259042033235582,1
11.8549668,0.254154447702835,1
11.9160679,0.259042033235582,1
11.9780579,0.254154447702835,1
12.039444,0.254154447702835,1
12.1010192,0.254154447702835,1
12.1620268,0.254154447702835,1
12.2231875,0.254154447702835,1
12.2852293,0.254154447702835,1
12.3460893,0.259042033235582,1
12.4071096,0.254154447702835,1
12.4688869,0.254154447702835,1
12.5306064,0.259042033235582,1
12.5908863,0.259042033235582,1
12.6533765,0.263929618768328,1
12.7155306,0.259042033235582,1
12.7788913,0.259042033235582,1
12.8401622,0.263929618768328,1
12.9020477,0.263929618768328,1
12.9648975,0.263929618768328,1
13.0268392,0.263929618768328,1
13.0875627,0.263929618768328,1
13.1497616,0.259042033235582,1
13.2107242,0.259042033235582,1
13.2733285,0.263929618768328,1
13.3361851,0.278592375366569,1
13.3972397,0.278592375366569,1
13.460057,0.273704789833822,1
13.5220248,0.278592375366569,1
13.585406,0.288367546432063,1
13.648036,0.32258064516129,1
13.7109714,0.347018572825024,1
13.7715848,0.366568914956012,1
13.8340398,0.376344086021505,1
13.8968131,0.381231671554252,1
13.956241,0.376344086021505,1
14.0181283,0.376344086021505,1
14.078475,0.371456500488759,1
14.1409376,0.366568914956012,1
14.2024293,0.371456500488759,1
14.2648569,0.371456500488759,1
14.3256862,0.381231671554252,1
14.3889819,0.391006842619746,1
14.4500079,0.381231671554252,1
14.5112978,0.381231671554252,1
14.5742202,0.376344086021505,1
14.6358404,0.376344086021505,1
14.6972009,0.371456500488759,1
14.7600736,0.371456500488759,1
14.8225798,0.371456500488759,1
14.8839474,0.361681329423265,1
14.9459724,0.361681329423265,1
15.0086111,0.351906158357771,1
15.0715766,0.351906158357771,1
15.1340354,0.351906158357771,1
15.1960717,0.351906158357771,1
15.2579435,0.347018572825024,1
15.3209347,0.342130987292278,1
15.3830605,0.337243401759531,1
15.445203,0.327468230694037,1
15.508192,0.32258064516129,1
15.5701186,0.32258064516129,1
15.6322577,0.317693059628543,1
15.6945591,0.317693059628543,1
15.7578788,0.317693059628543,1
15.8200591,0.317693059628543,1
15.8797762,0.30791788856305,1
15.9419137,0.298142717497556,1
16.0050155,0.293255131964809,1
16.0667278,0.298142717497556,1
16.1293932,0.298142717497556,1
16.1928394,0.303030303030303,1
16.2535682,0.303030303030303,1
16.3146988,0.30791788856305,1
16.3769587,0.303030303030303,1
16.4387043,0.298142717497556,1
16.5009464,0.312805474095797,1
16.5615479,0.312805474095797,1
16.6250657,0.312805474095797,1
16.6849362,0.312805474095797,1
16.7467914,0.312805474095797,1
16.8090825,0.30791788856305,1
16.871826,0.312805474095797,1
16.9339452,0.30791788856305,1
16.9968984,0.30791788856305,1
17.0587296,0.312805474095797,1
17.120514,0.312805474095797,1
17.1834692,0.30791788856305,1
17.2450118,0.30791788856305,1
17.306495,0.30791788856305,1
17.3687719,0.30791788856305,1
17.4319114,0.30791788856305,1
17.4932303,0.30791788856305,1
17.5559949,0.303030303030303,1
17.6169981,0.303030303030303,1
17.6803501,0.303030303030303,1
17.741608,0.30791788856305,1
17.8041232,0.30791788856305,1
17.8660905,0.303030303030303,1
17.9286744,0.303030303030303,1
17.9915964,0.298142717497556,1
18.0540871,0.303030303030303,1
18.1144124,0.303030303030303,1
18.1760998,0.303030303030303,1
18.238271,0.303030303030303,1
18.3002506,0.303030303030303,1
18.3617309,0.303030303030303,1
18.4232906,0.298142717497556,1
18.4845071,0.303030303030303,1
18.5459393,0.298142717497556,1
18.6086724,0.298142717497556,1
18.67095,0.298142717497556,1
18.7322501,0.303030303030303,1
18.7936434,0.303030303030303,1
18.8551969,0.293255131964809,1
18.9168674,0.303030303030303,1
18.9797064,0.298142717497556,1
19.0419051,0.298142717497556,1
19.1031457,0.298142717497556,1
19.1659019,0.298142717497556,1
19.2296277,0.303030303030303,1
19.2906965,0.298142717497556,1
19.3516644,0.298142717497556,1
19.4148229,0.298142717497556,1
19.4777236,0.303030303030303,1
19.5410398,0.298142717497556,1
19.6032323,0.303030303030303,1
19.6659678,0.298142717497556,1
19.7275456,0.293255131964809,1
19.788233,0.303030303030303,1
19.849872,0.298142717497556,1
19.9131048,0.303030303030303,1
19.9760658,0.298142717497556,1
20.0369925,0.298142717497556,1
20.0995196,0.293255131964809,1
20.1617093,0.293255131964809,1
20.2240733,0.293255131964809,1
20.2859257,0.293255131964809,1
20.348695,0.293255131964809,1
20.4097006,0.298142717497556,1
20.4715676,0.293255131964809,1
20.5329327,0.293255131964809,1
20.5945267,0.298142717497556,1
20.6570049,0.293255131964809,1
20.7177266,0.298142717497556,1
20.7791028,0.293255131964809,1
20.8406395,0.293255131964809,1
20.9031546,0.293255131964809,1
20.9643904,0.293255131964809,1
21.0263174,0.293255131964809,1
21.0878166,0.298142717497556,1
21.1509464,0.293255131964809,1
21.2114056,0.293255131964809,1
21.2738577,0.293255131964809,1
21.3359274,0.293255131964809,1
21.3987146,0.293255131964809,1
21.460214,0.293255131964809,1
21.5234087,0.293255131964809,1
21.5852628,0.288367546432063,1
21.6471033,0.293255131964809,1
21.7092781,0.293255131964809,1
21.771141,0.293255131964809,1
21.833891,0.293255131964809,1
21.8958617,0.293255131964809,1
21.9568246,0.293255131964809,1
22.0199982,0.288367546432063,1
22.0828696,0.288367546432063,1
22.1457644,0.293255131964809,1
22.2087836,0.293255131964809,1
22.2708626,0.288367546432063,1
